"species","genetic_diversity","sd","seq_count","variation"
"Heteroclinus perspicillatus",0.00379478629515293,0.00490122736244541,13,1.29156874227825
"Heteroconger hassi",0.00285512033978292,0.0013812182348134,7,0.48376883298671
"Heteroconger longissimus",0.00511247443762781,0.00222008240630597,6,0.434248118673447
"Heteroconger luteolus",0.00553242769500438,0.00183571702126158,8,0.331810395447044
"Heterodontus francisci",0.00301117067883805,0.00140438805944074,6,0.46639271208056
"Heterodontus portusjacksoni",0.00176044230581962,0.00122601608797479,7,0.696425031324152
"Heterodontus zebra",0.0212102045119123,0.0183739112875159,4,0.8662769506629
"Heterololigo bleekeri",0.0026234853019557,0.00157493565687093,62,0.600321890767552
"Heteropriacanthus cruentatus",0.00934376618862539,0.0197840548450101,56,2.11735337182283
"Heteroscarus acroptilus",0.00839467227479846,0.00385628935219573,5,0.459373424710415
"Heterostichus rostratus",0.000741080842572082,0.00149934284106442,10,2.0231839158878
"Heteroteuthis dagamensis",0.010144923142211,0.00788960772177954,7,0.777690240841004
"Heteroteuthis dispar",0.00110806958994283,0.000765758323814249,6,0.691074216605618
"Heterotis niloticus",0.000321130378933847,0.000454146937178258,4,1.4142135623731
"Hexagrammos decagrammus",0.00134870101567802,0.000998683266985244,11,0.74047787862248
"Hexagrammos lagocephalus",0.00702788070218065,0.00498207667958063,7,0.708901714571615
"Hexanchus griseus",0.00166858929367996,0.00141716050703375,18,0.849316552851837
"Hexanchus nakamurai",0.046150529782675,0.0364299198780155,7,0.789371650760364
"Hexatrygon bickelli",0.00522172499296682,0.00452364787057436,4,0.866312928518314
"Hilsa kelee",0.00464147505058933,0.00329667517536392,39,0.71026454724675
"Himantolophus appelii",0.00104468934812825,0.000940872157494727,8,0.900623864099381
"Himantura leoparda",0.0424616000408112,0.0380434147551438,34,0.895948685838005
"Himantura uarnak",0.0472753420070318,0.038154941286439,29,0.807079117074685
"Himantura undulata",0.0301336244360305,0.0318823410902119,8,1.05803207171091
"Hime curtirostris",0.000767656491978677,0.000840925994185786,4,1.09544568823779
"Hime japonica",0.0282024701536571,0.0263517726100813,7,0.934378175617504
"Hippichthys cyanospilos",0.00374832783715159,0.00342405572970755,6,0.913488861825261
"Hippichthys heptagonus",0.0150552590995446,0.0245602680363555,8,1.6313414384943
"Hippichthys penicillus",0.0377570925467709,0.0326997571069109,4,0.866056014943542
"Hippichthys spicifer",0.058715657508669,0.0442172305670443,4,0.753073923433727
"Hippocampus abdominalis",0.00495097561429978,0.00284734660817129,8,0.575108186747552
"Hippocampus barbouri",0.00538213649852757,0.0033629740746993,22,0.624839982341462
"Hippocampus bargibanti",0.00652102973019265,0.00419172866233565,4,0.642801648783743
"Hippocampus capensis",0.00644884562306516,0.00520882513020125,6,0.807714346823747
"Hippocampus comes",0.00343059139198274,0.00187247088320087,22,0.545815770300367
"Hippocampus denise",0.00475602723536313,0.00569611362687334,10,1.19766211272304
"Hippocampus erectus",0.00567400976732651,0.00364584878349752,27,0.642552433464593
"Hippocampus guttulatus",0.00193329704102837,0.000997850469113828,9,0.516139241894793
"Hippocampus hippocampus",0.00380598744612276,0.00152309844878965,8,0.400184832543591
"Hippocampus histrix",0.0333605332438955,0.0311803582012709,14,0.934648075716131
"Hippocampus ingens",0.00388824607960077,0.00245764115288154,26,0.632069345038439
"Hippocampus kelloggi",0.0146255245021697,0.0204198386623954,25,1.39617821291579
"Hippocampus kuda",0.016001112948812,0.009301392239018,45,0.581296580354967
"Hippocampus mohnikei",0.0148400716801578,0.0251486777845701,102,1.69464665175409
"Hippocampus patagonicus",0.00273411354093885,0.00151956435767316,9,0.555779536921268
"Hippocampus pontohi",0.00262125073587351,0.00222904846944486,17,0.850375906027949
"Hippocampus reidi",0.00957787937954125,0.010479945262911,30,1.09418221378905
"Hippocampus spinosissimus",0.0120620033817429,0.00618308389325563,49,0.512608370066814
"Hippocampus trimaculatus",0.00725593781638202,0.00706625684674638,58,0.973858517749782
"Hippocampus whitei",0.00281845706428361,0.00291090215675707,22,1.03279989383019
"Hippocampus zosterae",0.0113598481051959,0.0084350120006655,64,0.742528590396154
"Hippoglossina bollmani",0.00453077200271229,0.00219727220054436,7,0.484966402906391
"Hippoglossina macrops",0.00374873353596758,0.00171042989018583,6,0.456268730165787
"Hippoglossina stomata",0.0030290798488284,0.0016248500834056,6,0.536417052206155
"Hippoglossina tetrophthalma",0.000549674579991665,0.000853210890622502,4,1.55221092930192
"Hippoglossus hippoglossus",0.00610683441410952,0.00599108426061441,20,0.981045801204684
"Hipposcarus longiceps",0.00248447475415798,0.00161962027708551,11,0.651896451905956
"Hirundichthys affinis",0.00631906594430317,0.00332704630682866,9,0.5265091923638
"Hirundichthys rondeletii",0.00297783841963003,0.00225550051190688,5,0.757428776873363
"Histiobranchus bathybius",0.014777808190891,0.0157418539458091,9,1.06523604464648
"Histioteuthis reversa",0.00814060506924533,0.00595998796513187,8,0.732130832344185
"Histrio histrio",0.00680038167919214,0.00413459383416165,31,0.607994378729169
"Holacanthus ciliaris",0.00352343360673175,0.00243857354776234,17,0.69210146122898
"Holacanthus passer",0.0224225589701545,0.0227554253646615,5,1.01484515638693
"Holacanthus tricolor",0.00133203965595702,0.00101209887765388,8,0.759811371326425
"Holocentrus adscensionis",0.00413621964700261,0.00286019655154881,23,0.691500160931131
"Holocentrus rufus",0.00154920226437172,0.00103747037614274,8,0.669680389709143
"Hologymnosus annulatus",0.00475687684053126,0.00385927508297291,11,0.81130439411206
"Hologymnosus doliatus",0.00860830902676025,0.00537210682799275,15,0.624060638540361
"Holohalaelurus regani",0.00156543199251082,0.00109767940605936,7,0.701199037269437
"Holothuria arenicola",0.0106987562177259,0.00851154192035645,6,0.795563684893984
"Holothuria arguinensis",0.0187827029358311,0.0159248041691656,80,0.847844116130184
"Holothuria atra",0.0217705809333149,0.017217478656265,42,0.790859863087875
"Holothuria cinerascens",0.0552547362754783,0.0311221985519999,4,0.563249427104981
"Holothuria edulis",0.0151735398512808,0.00974127414133324,20,0.641990876012427
"Holothuria fuscogilva",0.0131777625887621,0.00841747805310678,19,0.638763826287562
"Holothuria fuscopunctata",0.00644922830685039,0.00265467356540136,9,0.411626544928104
"Holothuria hilla",0.00125733636371934,0.00114882915670331,4,0.913700732638437
"Holothuria impatiens",0.0416888650958939,0.0329858583366372,15,0.791239057737893
"Holothuria leucospilota",0.0175353902776276,0.0104859887354712,21,0.597990040110465
"Holothuria mammata",0.00943377814358697,0.00392298620573329,65,0.41584465375626
"Holothuria mexicana",0.00410398726698881,0.00439584609714966,15,1.07111592000016
"Holothuria nobilis",0.0247550581423276,0.0177127093660651,5,0.715518794754067
"Holothuria pardalis",0.00647638735880862,0.00200240172402437,9,0.309184984326312
"Holothuria poli",0.00781241829123395,0.00320273479298896,80,0.409954341101095
"Holothuria tubulosa",0.0104602085768529,0.00578501570593642,45,0.553049746898732
"Holothuria whitmaei",0.0079323409126964,0.00309520133396738,111,0.390200240765401
"Holtbyrnia anomala",0.00231649635305047,0.00253945359887818,4,1.0962476135713
"Homarus americanus",0.00185066745696396,0.00129458163480612,11,0.699521478013067
"Homarus gammarus",0.00701287034795034,0.00590737073362076,26,0.842361321473355
"Homostolus acer",0.00487725367399651,0.00455102528051095,6,0.933112276848573
"Hoplichthys acanthopleurus",0.00337423312883436,0.00158404226838749,5,0.46945252681302
"Hoplobrotula armata",0.0323249022470443,0.0338710418318662,8,1.04783122228818
"Hoplobrotula gnathopus",0.00264505181001432,0.00162932981501517,7,0.615991644793662
"Hoplopagrus guentherii",0.00766617861821151,0.00533855916042322,8,0.696378133916828
"Hoplostethus crassispinus",0.0321429629911892,0.0303116125950655,7,0.943024841965387
"Hoplostethus latus",0.00346511531799846,0.00259695232436965,16,0.749456247785058
"Hoplostethus mediterraneus",0.00351751745899607,0.00235556376048438,32,0.669666544073579
"Hoplostethus melanopus",0.00737170123673191,0.00590305207404476,4,0.800772017811964
"Hoplostethus mento",0.00613496932515337,0.00315154090131338,5,0.513701166914081
"Hoplostethus ravurictus",0.00576901599210188,0.00286248144507265,8,0.496181922357565
"Hoplunnis macrura",0.0049079754601227,0.0020192656092159,5,0.41142536787774
"Horadandia atukorali",0.00294333225947576,0.0023351756451058,7,0.793378198328762
"Hucho perryi",0.00425972400530073,0.00267980752336262,15,0.629103556950618
"Hydnophora exesa",0.00705041732643883,0.0060729457465337,9,0.861359755792095
"Hydrolagus affinis",0.00157454657217009,0.00143579401674847,9,0.911877769845582
"Hydrolagus bemisi",0.00552147239263804,0.00324953958733552,5,0.588527725261878
"Hydrolagus colliei",0.00365471595000686,0.00266822857397662,10,0.730078236031342
"Hydrolagus homonycteris",0.00267007722329141,0.00196090403366371,4,0.734399745654733
"Hydrolagus novaezealandiae",0.00443492750330129,0.00231499756074934,5,0.521992199201925
"Hydrophis obscurus",0.00292749895234834,0.00235083198980808,6,0.803017192515924
"Hydrophis schistosus",0.0123505002394654,0.00747667955164074,10,0.605374633146387
"Hygophum benoiti",0.00538312269129695,0.00440785698438961,15,0.818829002637433
"Hygophum hanseni",0.00205761316872428,0.00178194527527662,4,0.866025403784439
"Hygophum hygomii",0.0209839498660361,0.0161052127652512,25,0.767501488903123
"Hygophum macrochir",0.0477887069982521,0.0379525290142148,7,0.794173590333861
"Hygophum proximum",0.00300936887538324,0.00212667242149779,7,0.706683862817239
"Hygophum reinhardtii",0.00372942398171972,0.00199971658024614,12,0.536199850177406
"Hygophum taaningi",0.0180726504703721,0.0155643896470701,11,0.861212342516445
"Hymenocephalus italicus",0.00268486265377406,0.00437114765402544,5,1.62807123406518
"Hymenogadus gracilis",0.0045757837198329,0.00393851563197848,5,0.860730286466054
"Hypanus americanus",0.0141323038920876,0.0119851537456091,31,0.848067932668736
"Hypanus guttatus",0.00421362652639666,0.00415848932406317,13,0.986914549263425
"Hypanus sabinus",0.00401078931732074,0.00333878381326147,7,0.832450560003939
"Hyperlophus vittatus",0.00802132962669952,0.00322108446076382,13,0.401564903908478
"Hyperoodon ampullatus",0.00196441035135756,0.00136609771557518,21,0.695423802176109
"Hyperoplus lanceolatus",0.00291593868287279,0.00163430731061563,14,0.560473826221031
"Hypleurochilus fissicornis",0.00835187571569112,0.0149537357699118,16,1.79046435542825
"Hypleurochilus geminatus",0.0314830637066088,0.0239295602978951,6,0.760077244098448
"Hypleurochilus springeri",0.00501200749762685,0.00242146789468677,5,0.483133334463948
"Hypoatherina harringtonensis",0.0148305087904678,0.0179694972189989,11,1.21165750095834
"Hypomesus olidus",0.00358809251027699,0.00238983296207451,99,0.666045525646166
"Hypoplectrus indigo",0.00383788979672613,0.00252320929652484,4,0.657447042558968
"Hypoplectrus nigricans",0.00319798948006881,0.00139412881371315,4,0.435939149394312
"Hypoplectrus puella",0.00429507149472278,0.00230932740471348,14,0.537669141841033
"Hyporhamphus limbatus",0.0327096567729023,0.0353002872683846,9,1.07920078506077
"Hyporhamphus unifasciatus",0.0285166198477539,0.0250944945749692,8,0.879995410008095
"Hyporthodus ergastularius",0.0176382806157501,0.0111126169063553,10,0.630028354148776
"Hyporthodus flavolimbatus",0.0126385036461524,0.0172749795271876,7,1.36685322968963
"Hyporthodus haifensis",0.000407280310634887,0.000699103543766533,6,1.71651691847499
"Hyporthodus mystacinus",0.0135431365240061,0.0119113142143348,6,0.879509277132457
"Hyporthodus nigritus",0.0250189672859952,0.0309899405958815,5,1.23865786471645
"Hyporthodus niphobles",0.000526214614750766,0.000849905677317305,13,1.61513126677383
"Hyporthodus niveatus",0.00129840168660181,0.00104685455163801,5,0.806264010930117
"Hyporthodus octofasciatus",0.0133761317934574,0.0107852539178761,29,0.806305895038461
"Hyporthodus quernus",0.00441043782134827,0.00202342318286685,9,0.458780571187894
"Hyporthodus septemfasciatus",0.0156760061813028,0.0143471756454045,6,0.915231563414206
"Hypsoblennius hentz",0.00102424229862028,0.000987880112259823,8,0.964498452749474
"Hypsoblennius sordidus",0.00269555820467343,0.00108964642179044,9,0.40423776414891
"Hypsypops rubicundus",0.000770175498140855,0.000922422966662455,12,1.19767893017775
"Iago omanensis",0.00590430389758696,0.00392473614523881,6,0.664724616705928
"Ibacus alticrenatus",0.0056734033476878,0.00492619408945809,7,0.868296115675569
"Ibacus ciliatus",0.00354995458463835,0.000880106085838582,4,0.247920378938663
"Ibacus novemdentatus",0.0186835280632455,0.0160506730155212,4,0.859081484031718
"Ibacus peronii",0.0348940689001121,0.024197241470847,13,0.693448549669402
"Icelinus filamentosus",0.00105679572910284,0.000973820817126469,13,0.921484436687864
"Ichthyococcus australis",0.00383435582822086,0.00160860252786833,4,0.419523539268061
"Ichthyococcus ovatus",0.0184365075809638,0.0169243174633804,11,0.917978493977633
"Idiacanthus antrostomus",0.00681034984251898,0.00232677852070541,9,0.341653303355822
"Idiacanthus atlanticus",0.0112561152045743,0.00603065348590428,13,0.535766858840739
"Idiacanthus fasciola",0.0278840216812449,0.0285416987735831,7,1.02358616342565
"Idiosepius paradoxus",0.0376560023771791,0.0439330310221487,5,1.16669397303772
"Idiosepius pygmaeus",0.00769595197921439,0.00343953695282321,14,0.446928068432974
"Ifremeria nautilei",0.00883348255272514,0.00459745291272879,50,0.520457575513122
"Ilisha elongata",0.00430616191608281,0.00326999390493574,25,0.759375510874975
"Ilisha melastoma",0.0118627330889104,0.0310857446036611,16,2.62045385078426
"Ilisha striatula",0.00500172063936586,0.0016026556609822,5,0.32042086644515
"Illex argentinus",0.00376534800453907,0.00233698482137748,17,0.620655731836813
"Illex coindetii",0.00328451833126035,0.00524071362743317,15,1.59558056886295
"Illex illecebrosus",0.00386296362516638,0.00124645121518334,7,0.32266708572221
"Ilyophis brunneus",0.00608689680432195,0.00298202377010434,7,0.489908711445046
"Inegocia japonica",0.0414193609238262,0.0341142427161388,13,0.823630349557488
"Iniistius bimaculatus",0.0042264175016974,0.00425646577593396,5,1.00710963226527
"Iniistius dea",0.0052877919645835,0.00361772331480445,22,0.68416521282138
"Iniistius melanopus",0.00169840071839424,0.00104324702085653,4,0.614252578651094
"Iniistius pavo",0.00316142796761309,0.00262616027424504,9,0.830687999583877
"Iniistius twistii",0.00316863211589719,0.00273540110420436,6,0.8632750676485
"Iniistius verrens",0.00380527970032379,0.00271877949597788,12,0.714475599716504
"Inimicus sinensis",0.0112170438858612,0.00944092528042039,17,0.841658941204679
"Ipnops murrayi",0.0418845319722072,0.0436774754635278,13,1.04280681690583
"Isacia conceptionis",0.00353823055318342,0.0020362374782141,11,0.575495985241
"Isopisthus remifer",0.0488128127500923,0.0392430616617537,9,0.803950017440442
"Isostichopus badionotus",0.00301639614403412,0.002129163495712,24,0.705863352836827
"Isostichopus fuscus",0.00412704243392128,0.00231375434167818,24,0.560632554359221
"Istiblennius bellus",0.0020997375328084,0.000909213022345867,4,0.433012701892219
"Istiblennius dussumieri",0.0326066329289006,0.0342733705150549,11,1.05111651944525
"Istiblennius edentulus",0.037824978985224,0.036178646092539,33,0.95647498196025
"Istiblennius lineatus",0.00661603315226554,0.00435508824033714,16,0.658262759588171
"Istiblennius pox",0.0062771604231107,0.00399734095533675,6,0.636807200373546
"Istigobius decoratus",0.0526673332015112,0.0419465409384866,15,0.796443229392201
"Istigobius ornatus",0.0098083890814379,0.00814649451220145,15,0.830563963619517
"Istigobius rigilius",0.00871645333131359,0.00124642189938919,6,0.142996451883871
"Istiompax indica",0.00566626157146841,0.00878308272976108,11,1.55006658605154
"Istiophorus platypterus",0.0053210562630775,0.00769926884494282,47,1.44694370145409
"Isurus oxyrinchus",0.0109427128288258,0.0089550608713199,174,0.818358391689682
"Isurus paucus",0.00291422117598731,0.00209619263138538,22,0.719297714482914
"Jasus caveorum",0.0135220092045149,0.00824121869305331,4,0.609467022866812
"Jasus edwardsii",0.00933148253095777,0.0040240401706487,11,0.431232674690083
"Jasus frontalis",0.00798532062590248,0.00336206055177384,55,0.42103012631304
"Jasus lalandii",0.011743629000281,0.0061552809688953,11,0.524137893725014
"Jasus paulensis",0.00695109997212249,0.00388333644735494,36,0.558665026100779
"Jenkinsia lamprotaenia",0.0059744983886875,0.00672094510401338,38,1.12493880938009
"Johnius amblycephalus",0.049582072059613,0.0339909095412714,28,0.685548387336533
"Johnius belangerii",0.0129757440211478,0.0148470794881147,18,1.14421797038512
"Johnius borneensis",0.0225391672342181,0.0314078477713203,25,1.39347862522791
"Johnius carouna",0.0081804929185599,0.00828478150761567,8,1.01274844805735
"Johnius distinctus",0.00348767795026687,0.00509398795117221,9,1.46056718074627
"Johnius dussumieri",0.00152671755725191,0.00124655966553851,6,0.816496580927726
"Johnius grypotus",0.00281671900044007,0.0014749530920336,6,0.523642256044414
"Johnius heterolepis",0.0144763395016985,0.00822400801199413,6,0.568099968298563
"Johnius macropterus",0.0012531328320802,0.00108524486689779,4,0.866025403784439
"Johnius macrorhynus",0.00539374325782093,0.00247172367581221,4,0.458257569495584
"Johnius trachycephalus",0.00282257845689055,0.00263970166794334,6,0.935209315971088
"Joubiniteuthis portieri",0.0134141591056033,0.0124867299162593,5,0.930861921195146
"Kajikia albida",0.0028152806620985,0.00202218950586812,24,0.718290553795368
"Kajikia audax",0.00352916634693022,0.00228977281217338,24,0.648814078759734
"Kali indica",0.0083205325140809,0.00364234401605103,6,0.437753714667549
"Kathetostoma averruncus",0.00257211216669118,0.00244624840686068,5,0.951065991032417
"Katsuwonus pelamis",0.00418140763981733,0.00234555702411277,129,0.560949141092409
"Kaupichthys hyoproroides",0.00217737389901127,0.00344354483073883,11,1.58151286386896
"Kaupichthys nuchalis",0.00380052193351542,0.00250678042934475,8,0.659588465267985
"Kentrocapros rosapinto",0.00161317581841843,0.00104719020999563,4,0.649148219331919
"Konosirus punctatus",0.00288672774572234,0.0036870847916647,27,1.27725408020495
"Koumansetta hectori",0.0211789066830388,0.0266520137462769,6,1.25842254962204
"Krefftichthys anderssoni",0.00305343511450382,0.00160930160822818,7,0.52704627669473
"Kryptolebias marmoratus",0.0162567403581983,0.0137528994168526,20,0.845981366117901
"Kumococius rodericensis",0.0074763948614527,0.0112156315681905,28,1.50013900764081
"Kyphosus bigibbus",0.00521787800208904,0.00650311498967232,8,1.24631411218674
"Kyphosus cinerascens",0.0019835048448358,0.00221729179600164,17,1.11786558110736
"Kyphosus sectatrix",0.009519749530141,0.0079139510465082,5,0.831319250727281
"Kyphosus vaigiensis",0.00721950044705451,0.00932217718675304,32,1.29124961693941
"Labeo heladiva",0.00577621005406199,0.00397651022077509,4,0.688428949701838
"Labrichthys unilineatus",0.00555190494862725,0.00473352328737062,11,0.852594439416873
"Labrisomus cricota",0.00500546915870072,0.00264174405561832,4,0.527771517885858
"Labrisomus nuchipinnis",0.00686233466530362,0.0038705665398402,18,0.564030571025633
"Labrisomus philippii",0.00297149325205583,0.00168449729459511,7,0.566885788291692
"Labrisomus xanti",0.00352789080080309,0.00223426559454376,8,0.633314839006681
"Labroides bicolor",0.00486323739424302,0.00358927644007805,8,0.738042614232022
"Labroides dimidiatus",0.00505613388687967,0.00340387495084725,45,0.673216933530989
"Labroides rubrolabiatus",0.00313803121795602,0.00169850536307154,5,0.541264648150273
"Labrus bergylta",0.00186250996148663,0.00187630301983646,18,1.00740562930403
"Labrus merula",0.00220292462570519,0.00102496739870099,6,0.465275746042777
"Labrus mixtus",0.0023112341996009,0.00225667185993091,14,0.976392552654589
"Labrus viridis",0.00166666666666667,0.00105409255338946,4,0.632455532033676
"Lachnolaimus maximus",0.00275428009630588,0.00226227940785698,10,0.821368680291888
"Lactophrys bicaudalis",0.00153799083040648,0.00153880175354719,6,1.00052726136247
"Lactophrys trigonus",0.00130568156260889,0.00168812894508202,5,1.2929101500897
"Laemonema barbatulum",0.0220144792553637,0.0217115626747328,5,0.986240120553517
"Lagenorhynchus acutus",0.00164601480390954,0.00159735205999931,4,0.970436022935731
"Lagenorhynchus albirostris",0.000967117988394584,0.00136771137560261,4,1.4142135623731
"Lagenorhynchus obliquidens",0.0026303326392215,0.00152007139565877,5,0.577900822501547
"Lagocephalus cheesemanii",0.00114574181116868,0.0012343477550859,7,1.07733500082958
"Lagocephalus gloveri",0.0323915891506598,0.0391014550543304,11,1.20714840116246
"Lagocephalus guentheri",0.0104563805233996,0.0162076088272242,59,1.55002094567564
"Lagocephalus inermis",0.00822361857373052,0.00925262812836509,16,1.12512856054896
"Lagocephalus laevigatus",0.0225918606404606,0.0340161667247854,9,1.50568239004912
"Lagocephalus lagocephalus",0.00737099872549063,0.00689341133315963,8,0.935207234444446
"Lagocephalus lunaris",0.0392368441440961,0.025678831853693,15,0.654457115852341
"Lagocephalus sceleratus",0.0267177056444822,0.0392521708664779,29,1.46914452119448
"Lagocephalus spadiceus",0.0407752739231167,0.0288060770390163,23,0.706459436503877
"Lagocephalus suezensis",0.0193140542680016,0.0184523144489115,19,0.955382758734515
"Lagodon rhomboides",0.00670345718583176,0.00346792273538065,34,0.517333465291663
"Lamiopsis temminckii",0.00917703868679485,0.00882039015749549,10,0.961136861086513
"Lamna ditropis",0.00401420170872042,0.00238986599230259,15,0.595352741520404
"Lamna nasus",0.00883364102607601,0.00503469901751778,61,0.569946073499688
"Lampadena anomala",0.00225275718896573,0.00170577696672922,5,0.757195216192993
"Lampadena chavesi",0.00476489760426529,0.00267385698146753,13,0.561157280499382
"Lampadena dea",0.00211803636143006,0.00105199660481835,5,0.496684865272124
"Lampadena luminosa",0.0102710583122351,0.00527419657378394,11,0.513500791588461
"Lampadena notialis",0.00157918697317322,0.000999367016943629,4,0.63283641134368
"Lampadena speculigera",0.00129407652605439,0.00113233269701075,12,0.875012160573846
"Lampadena urophaos",0.0508102013005173,0.0337984210994173,10,0.665189671253541
"Lampanyctodes hectoris",0.00415195464317704,0.00202063954158026,12,0.486671872704776
"Lampanyctus alatus",0.0113442795492138,0.00930286236604115,19,0.820048758996411
"Lampanyctus australis",0.0108624162429227,0.00457613975293623,21,0.421281936780665
"Lampanyctus crocodilus",0.0211615008289243,0.035449836576682,14,1.67520427134486
"Lampanyctus festivus",0.012664270007353,0.0125453888227855,13,0.990612867184723
"Lampanyctus intricarius",0.0132150707985551,0.0138381453619682,13,1.04714878738911
"Lampanyctus lepidolychnus",0.00280420873461721,0.00179591781485954,4,0.640436566896543
"Lampanyctus macdonaldi",0.0230193474676062,0.0386569876620318,23,1.67932595467493
"Lampanyctus nobilis",0.0425212148254589,0.0412747471209162,29,0.970685980876624
"Lampanyctus photonotus",0.0196172029772372,0.0194969065327048,14,0.993867808541719
"Lampanyctus pusillus",0.0126604976459659,0.00781920844835375,20,0.617606721868888
"Lampanyctus tenuiformis",0.0291372211263119,0.018957553688161,9,0.650630120352889
"Lampichthys procerus",0.00333664847474536,0.0026057951336454,10,0.78096184041211
"Lampris guttatus",0.0319358586719685,0.0301266180896663,17,0.943347676951921
"Lampris immaculatus",0.00206239831562829,0.00159753976573964,4,0.774602924000624
"Lamprogrammus niger",0.00511247443762781,0.00319273926298487,5,0.62449979983984
"Larabicus quadrilineatus",0.00138794417375007,0.00121839020699945,8,0.877838050004203
"Larimichthys crocea",0.00550924159829746,0.00622936577365716,104,1.13071203404517
"Larimichthys polyactis",0.00612263829763731,0.00420478379774216,349,0.686760117670965
"Larimus breviceps",0.029841108078782,0.0355923461819134,12,1.19272870457584
"Larimus fasciatus",0.00374797890092767,0.00183595478174592,15,0.489851952285938
"Laticauda colubrina",0.0195862600458083,0.0126292356553603,9,0.644800774921963
"Leiostomus xanthurus",0.0075129481802336,0.00467338966853807,49,0.622044709536752
"Lepadichthys frenatus",0.0409160305343511,0.0456984987673991,5,1.11688495121815
"Lepadichthys lineatus",0.00459652946758237,0.00216239590071516,5,0.470440995965705
"Lepadogaster lepadogaster",0.0186153884801229,0.0145240715221854,12,0.780218556152828
"Lepadogaster purpurea",0.0173743770195896,0.00886391586975931,6,0.510171723553901
"Lepidion eques",0.00390123257417052,0.00174202752177204,18,0.446532599288169
"Lepidion lepidion",0.00396073542557561,0.00169629721914993,26,0.428278346540507
"Lepidochelys olivacea",0.00496442560561686,0.00977552396806653,9,1.969114806959
"Lepidocybium flavobrunneum",0.012203907262902,0.0131142049438061,48,1.07459067504317
"Lepidonectes corallicola",0.00983723110961673,0.00424328899199787,6,0.431349934215705
"Lepidoperca filamenta",0.00811147139483887,0.00948282588414491,7,1.16906359186307
"Lepidophanes gaussi",0.0138417678927227,0.00963885775352174,9,0.69636030803474
"Lepidophanes guentheri",0.0109413120158685,0.0122528799624077,59,1.11987300468509
"Lepidopus altifrons",0.00182619319954248,0.000413587984212782,4,0.226475481518823
"Lepidopus caudatus",0.015952804123237,0.0118987908892533,31,0.745874568341338
"Lepidotrigla bispinosa",0.0102564102564103,0.00652986750265057,6,0.636662081508431
"Lepidotrigla dieuzeidei",0.00653121853829854,0.00568907259245395,15,0.871058372812622
"Lepidotrigla faurei",0.0042342411079732,0.00203242954379797,14,0.479998538574208
"Lepidotrigla multispinosa",0.00435756365791659,0.00271201061122447,5,0.622368558241813
"Lepisosteus oculatus",0.00125646540686204,0.00117491364823431,10,0.935094306470883
"Lepophidium brevibarbe",0.00537920779347241,0.0027691177785089,5,0.514781708538789
"Lepophidium negropinna",0.00379839139509884,0.00219277377846073,5,0.57729010793625
"Lepophidium profundorum",0.00451168624225886,0.0024554122469599,11,0.544233821926976
"Leptastrea pruinosa",0.0025586754336819,0.00245512402046962,4,0.95952928931542
"Leptocottus armatus",0.0038771226471464,0.00286846446488631,21,0.739843622692082
"Leptojulis cyanopleura",0.0396685759581646,0.0174417003851878,5,0.439685568838725
"Leptoscarus vaigiensis",0.00418303270590852,0.00429101655845559,8,1.02581472824598
"Leptostomias gladiator",0.00574323427084163,0.00222418007029792,5,0.387269605488683
"Lestidiops affinis",0.0046253604135706,0.00240959591201233,6,0.520953114257364
"Lestidiops jayakari",0.00153374233128834,0.0021690392060937,4,1.4142135623731
"Lestidiops ringens",0.00108049702863317,0.00187147575101986,5,1.73205080756888
"Lestidium prolixum",0.037807662393312,0.0287048977199852,4,0.759234924956983
"Lestrolepis japonica",0.0259481034875786,0.0315468020741282,12,1.21576523267798
"Lesueurigobius friesii",0.00605672668947811,0.00406945116893927,5,0.671889516825783
"Lethenteron camtschaticum",0.00328885996129878,0.00733659972250323,41,2.23074250920857
"Lethrinus atkinsoni",0.0122747456130063,0.00849402088513297,24,0.691991602345933
"Lethrinus borbonicus",0.00732066793593623,0.00619487350056135,9,0.846216978392299
"Lethrinus crocineus",0.0462370515062355,0.0392080407083316,18,0.847978827175951
"Lethrinus erythracanthus",0.0134781685426625,0.0174413020908766,7,1.29404095487228
"Lethrinus erythropterus",0.00420457150641116,0.00372381884833764,6,0.885659535736171
"Lethrinus genivittatus",0.0513565665252997,0.03547412799917,8,0.690741815492951
"Lethrinus harak",0.0193083717603077,0.0160745740933825,21,0.832518365242332
"Lethrinus laticaudis",0.00357030237749575,0.00137217665753011,7,0.384330656747503
"Lethrinus lentjan",0.0210005870520285,0.0242925570319297,54,1.15675609313899
"Lethrinus mahsena",0.0419980696245587,0.0292702516304597,20,0.696942785516592
"Lethrinus microdon",0.00654951042635125,0.00399762005393992,9,0.610369293841556
"Lethrinus miniatus",0.0155846763229876,0.0193757297146131,8,1.24325518946028
"Lethrinus nebulosus",0.0314375998345255,0.0274612359545693,53,0.873515665925959
"Lethrinus obsoletus",0.00288319169155059,0.00194676104850796,16,0.675210411507875
"Lethrinus olivaceus",0.0455248523351587,0.0348342048756706,19,0.765168981092297
"Lethrinus ornatus",0.0325392944620648,0.0288611167660234,28,0.886961971461011
"Lethrinus ravus",0.00798867190766868,0.00483373894104186,6,0.605074159623672
"Lethrinus rubrioperculatus",0.0039542589083649,0.00229033415067931,28,0.579206926950155
"Lethrinus semicinctus",0.00838077212068365,0.00703313435340276,18,0.839198853294802
